File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Read length	Run type	Library fragmentation method	Library size range	Biosample Age	Biological replicate	Technical replicate	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF001ODQ	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	566427725	John Stamatoyannopoulos, UW	69a54359a3650f1f52927a507dc81f76	https://www.encodeproject.org/files/ENCFF001ODQ/@@download/ENCFF001ODQ.fastq.gz	mm9	HiSeq 2000
ENCFF001ODT	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	548963938	John Stamatoyannopoulos, UW	2482e2da23eeca911c2d46e9316fe60a	https://www.encodeproject.org/files/ENCFF001ODT/@@download/ENCFF001ODT.fastq.gz	mm9	HiSeq 2000
ENCFF001ODX	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	545151570	John Stamatoyannopoulos, UW	10adb5697921db26c149bb28759d2b75	https://www.encodeproject.org/files/ENCFF001ODX/@@download/ENCFF001ODX.fastq.gz	mm9	HiSeq 2000
ENCFF001OED	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	552867913	John Stamatoyannopoulos, UW	14908c63614451dae62561fe22b26c7e	https://www.encodeproject.org/files/ENCFF001OED/@@download/ENCFF001OED.fastq.gz	mm9	HiSeq 2000
ENCFF001OEA	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	553818384	John Stamatoyannopoulos, UW	171b98aa8a95fb8a18a62c761c9630ad	https://www.encodeproject.org/files/ENCFF001OEA/@@download/ENCFF001OEA.fastq.gz	mm9	HiSeq 2000
ENCFF001OEF	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	12351608	John Stamatoyannopoulos, UW	dafae8b49a32b67da97c339400f374ed	https://www.encodeproject.org/files/ENCFF001OEF/@@download/ENCFF001OEF.fastq.gz	mm9	HiSeq 2000
ENCFF001ODY	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	553728972	John Stamatoyannopoulos, UW	17b829ce6a1dd99fe1583178b420869f	https://www.encodeproject.org/files/ENCFF001ODY/@@download/ENCFF001ODY.fastq.gz	mm9	HiSeq 2000
ENCFF001ODW	fastq	reads	ENCSR000CMK	DNase-seq	EFO:0005482	416B	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2011-07-01	ENCODE			single-ended	see document			1	2	560361001	John Stamatoyannopoulos, UW	34d6945a498d24a026ae2319f7e38f2e	https://www.encodeproject.org/files/ENCFF001ODW/@@download/ENCFF001ODW.fastq.gz	mm9	HiSeq 2000
ENCFF001OOF	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	1	175415492	John Stamatoyannopoulos, UW	efac160006f4603e070501307e43813b	https://www.encodeproject.org/files/ENCFF001OOF/@@download/ENCFF001OOF.fastq.gz		
ENCFF001OOG	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	244566221	John Stamatoyannopoulos, UW	7e71619927b793890e257ec40002f484	https://www.encodeproject.org/files/ENCFF001OOG/@@download/ENCFF001OOG.fastq.gz		HiSeq 2000
ENCFF001PWQ	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	1	175415492	John Stamatoyannopoulos, UW	d999f4ffac60e6357b95d5bbcbc5428c	https://www.encodeproject.org/files/ENCFF001PWQ/@@download/ENCFF001PWQ.fastq.gz		
ENCFF001PWR	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	244566221	John Stamatoyannopoulos, UW	b9e023a8945445700aeae852a2bb7af2	https://www.encodeproject.org/files/ENCFF001PWR/@@download/ENCFF001PWR.fastq.gz		HiSeq 2000
ENCFF001PXU	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			2	1	1428823975	John Stamatoyannopoulos, UW	7bb4875cb78a368f9a1ea7ee031e64e7	https://www.encodeproject.org/files/ENCFF001PXU/@@download/ENCFF001PXU.fastq.gz		
ENCFF001OOH	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	586514189	John Stamatoyannopoulos, UW	a3795abf8a7e07b4d327c2e84be35cd1	https://www.encodeproject.org/files/ENCFF001OOH/@@download/ENCFF001OOH.fastq.gz	mm9	HiSeq 2000
ENCFF001OOJ	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	638042416	John Stamatoyannopoulos, UW	c6b00563cbef72d665ba99fa63e4266d	https://www.encodeproject.org/files/ENCFF001OOJ/@@download/ENCFF001OOJ.fastq.gz	mm9	HiSeq 2000
ENCFF001OOR	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	649544133	John Stamatoyannopoulos, UW	4f5fe709acd0fde6d6f2a928236ebf83	https://www.encodeproject.org/files/ENCFF001OOR/@@download/ENCFF001OOR.fastq.gz	mm9	HiSeq 2000
ENCFF001OOT	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	635711331	John Stamatoyannopoulos, UW	656847031ec1edc1f446b3691f8fc472	https://www.encodeproject.org/files/ENCFF001OOT/@@download/ENCFF001OOT.fastq.gz	mm9	HiSeq 2000
ENCFF001OOV	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	632074628	John Stamatoyannopoulos, UW	560a017558e3cc9b29b53b660f1042e4	https://www.encodeproject.org/files/ENCFF001OOV/@@download/ENCFF001OOV.fastq.gz	mm9	HiSeq 2000
ENCFF001OOW	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	635424359	John Stamatoyannopoulos, UW	2e187171a18492041d251d229ba9dd04	https://www.encodeproject.org/files/ENCFF001OOW/@@download/ENCFF001OOW.fastq.gz	mm9	HiSeq 2000
ENCFF001OOZ	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	634635529	John Stamatoyannopoulos, UW	2bbafbe5fb5c61a3ff5d35757734e74d	https://www.encodeproject.org/files/ENCFF001OOZ/@@download/ENCFF001OOZ.fastq.gz	mm9	HiSeq 2000
ENCFF001OPA	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	641379896	John Stamatoyannopoulos, UW	94bc5ff19da5cd5df4c5adcb0abc5420	https://www.encodeproject.org/files/ENCFF001OPA/@@download/ENCFF001OPA.fastq.gz	mm9	HiSeq 2000
ENCFF001OOK	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	645352300	John Stamatoyannopoulos, UW	885f0291810dcec1b1c227557c149ed9	https://www.encodeproject.org/files/ENCFF001OOK/@@download/ENCFF001OOK.fastq.gz	mm9	HiSeq 2000
ENCFF001OOL	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	646896933	John Stamatoyannopoulos, UW	386a3a088509b4cad58f298c1e7529b2	https://www.encodeproject.org/files/ENCFF001OOL/@@download/ENCFF001OOL.fastq.gz	mm9	HiSeq 2000
ENCFF001OOY	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	636524952	John Stamatoyannopoulos, UW	12eb9d862e86b38a26fd36df992e4580	https://www.encodeproject.org/files/ENCFF001OOY/@@download/ENCFF001OOY.fastq.gz	mm9	HiSeq 2000
ENCFF001OOM	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	638616540	John Stamatoyannopoulos, UW	3ae52aca68cdebc3b5e0c17f85568554	https://www.encodeproject.org/files/ENCFF001OOM/@@download/ENCFF001OOM.fastq.gz	mm9	HiSeq 2000
ENCFF001OON	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	644853861	John Stamatoyannopoulos, UW	8b401f28f70271a07e52276dc2b117b2	https://www.encodeproject.org/files/ENCFF001OON/@@download/ENCFF001OON.fastq.gz	mm9	HiSeq 2000
ENCFF001OOX	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	644929245	John Stamatoyannopoulos, UW	4159923374b96b4232b9d7c4aab06e8a	https://www.encodeproject.org/files/ENCFF001OOX/@@download/ENCFF001OOX.fastq.gz	mm9	HiSeq 2000
ENCFF001OOO	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	647559715	John Stamatoyannopoulos, UW	40905dbada821d0194cd279274e91848	https://www.encodeproject.org/files/ENCFF001OOO/@@download/ENCFF001OOO.fastq.gz	mm9	HiSeq 2000
ENCFF001OOP	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	635909930	John Stamatoyannopoulos, UW	495c5a2f49ca40694b31ebb97530645d	https://www.encodeproject.org/files/ENCFF001OOP/@@download/ENCFF001OOP.fastq.gz	mm9	HiSeq 2000
ENCFF001OOQ	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	642726619	John Stamatoyannopoulos, UW	07ec02d26fc0cb459ecc81130cdb63c3	https://www.encodeproject.org/files/ENCFF001OOQ/@@download/ENCFF001OOQ.fastq.gz	mm9	HiSeq 2000
ENCFF001OPC	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	28456725	John Stamatoyannopoulos, UW	85a7cde14039c0e3010e5b1299a51f4e	https://www.encodeproject.org/files/ENCFF001OPC/@@download/ENCFF001OPC.fastq.gz	mm9	HiSeq 2000
ENCFF001OOI	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	580600496	John Stamatoyannopoulos, UW	af79aedf23347da874a77f95158a8242	https://www.encodeproject.org/files/ENCFF001OOI/@@download/ENCFF001OOI.fastq.gz	mm9	HiSeq 2000
ENCFF001OOU	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	645517779	John Stamatoyannopoulos, UW	3eb60ef459254e5b9cc041b6ca9396f5	https://www.encodeproject.org/files/ENCFF001OOU/@@download/ENCFF001OOU.fastq.gz	mm9	HiSeq 2000
ENCFF001OPB	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	638339910	John Stamatoyannopoulos, UW	49a9a3875844a3da8bee32162a5ebeaa	https://www.encodeproject.org/files/ENCFF001OPB/@@download/ENCFF001OPB.fastq.gz	mm9	HiSeq 2000
ENCFF001OOS	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	2	634070267	John Stamatoyannopoulos, UW	1c7280e8321b1b9d7c1d2455b691461d	https://www.encodeproject.org/files/ENCFF001OOS/@@download/ENCFF001OOS.fastq.gz	mm9	HiSeq 2000
ENCFF001PWT	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	1	580600496	John Stamatoyannopoulos, UW	ec8a4e3e9925a6bbcb3ef6295d83cdc0	https://www.encodeproject.org/files/ENCFF001PWT/@@download/ENCFF001PWT.fastq.gz	mm9	
ENCFF001PWS	fastq	reads	ENCSR000CNS	DNase-seq	EFO:0001222	NIH3T3	immortalized cell line	unknown	unknown	Mus musculus						DNA		see document	see document		2012-09-07	ENCODE			single-ended	see document			1	1	586514189	John Stamatoyannopoulos, UW	c1b6228692017c24c54b3635d3e11371	https://www.encodeproject.org/files/ENCFF001PWS/@@download/ENCFF001PWS.fastq.gz	mm9	
ENCFF001PLS	fastq	reads	ENCSR000CNC	DNase-seq	UBERON:0003428	gonadal fat pad	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-03-29	ENCODE			single-ended	see document		8 week	1	1	400105686	John Stamatoyannopoulos, UW	4bcea3a663aeccf09cac5b737b7dbe52	https://www.encodeproject.org/files/ENCFF001PLS/@@download/ENCFF001PLS.fastq.gz		
ENCFF001PLU	fastq	reads	ENCSR000CNC	DNase-seq	UBERON:0003428	gonadal fat pad	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-03-29	ENCODE			single-ended	see document		8 week	2	1	126179303	John Stamatoyannopoulos, UW	415fd14d22c11b97ed0151bcf3e126d5	https://www.encodeproject.org/files/ENCFF001PLU/@@download/ENCFF001PLU.fastq.gz		
ENCFF001PLT	fastq	reads	ENCSR000CNC	DNase-seq	UBERON:0003428	gonadal fat pad	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-03-29	ENCODE			single-ended	see document		8 week	1	1	861452044	John Stamatoyannopoulos, UW	639dabc7f00969e31ac3013e588b8acd	https://www.encodeproject.org/files/ENCFF001PLT/@@download/ENCFF001PLT.fastq.gz	mm9	
ENCFF001PLV	fastq	reads	ENCSR000CNC	DNase-seq	UBERON:0003428	gonadal fat pad	tissue	adult	male	Mus musculus						DNA		see document	see document		2012-03-29	ENCODE			single-ended	see document		8 week	2	1	4434541230	John Stamatoyannopoulos, UW	fa96fe141130a695ede2202068aaf932	https://www.encodeproject.org/files/ENCFF001PLV/@@download/ENCFF001PLV.fastq.gz	mm9	
ENCFF001PHP	fastq	reads	ENCSR000CMT	DNase-seq	NTR:0000721	c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	511121680	John Stamatoyannopoulos, UW	9b8dd77a9253eea62d2bb26c23a38291	https://www.encodeproject.org/files/ENCFF001PHP/@@download/ENCFF001PHP.fastq.gz		
ENCFF001PHR	fastq	reads	ENCSR000CMT	DNase-seq	NTR:0000721	c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	501461145	John Stamatoyannopoulos, UW	5da85d90fb16ab1e13906497961ac10b	https://www.encodeproject.org/files/ENCFF001PHR/@@download/ENCFF001PHR.fastq.gz	mm9	
ENCFF001PHQ	fastq	reads	ENCSR000CMT	DNase-seq	NTR:0000721	c-Kit-positive CD71-positive TER-119-negative erythroid progenitor cells	primary cell	embryonic	male	Mus musculus						DNA		see document	see document		2013-04-25	ENCODE			single-ended	see document		14.5 day	1	1	621368540	John Stamatoyannopoulos, UW	5eb9af7c54afafd0e23d45b0f4a4f57a	https://www.encodeproject.org/files/ENCFF001PHQ/@@download/ENCFF001PHQ.fastq.gz	mm9	
ENCFF001PAT	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	1	396238037	John Stamatoyannopoulos, UW	85a2cadbf969336966f81ce7e079d4bc	https://www.encodeproject.org/files/ENCFF001PAT/@@download/ENCFF001PAT.fastq.gz		
ENCFF001PAU	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	2	1214562222	John Stamatoyannopoulos, UW	9ced6c0909fac3a6785cced98dc1eab0	https://www.encodeproject.org/files/ENCFF001PAU/@@download/ENCFF001PAU.fastq.gz		HiSeq 2000
ENCFF001QHE	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	1	396238037	John Stamatoyannopoulos, UW	12253c91e9230de188d7b051455a0aa8	https://www.encodeproject.org/files/ENCFF001QHE/@@download/ENCFF001QHE.fastq.gz		
ENCFF001QHF	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	2	1214562222	John Stamatoyannopoulos, UW	56ba62114225ab9f4eb28470ae821d87	https://www.encodeproject.org/files/ENCFF001QHF/@@download/ENCFF001QHF.fastq.gz		HiSeq 2000
ENCFF001QHG	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	188470288	John Stamatoyannopoulos, UW	ca13b60d51ca6f3cacbfe48aa1905d41	https://www.encodeproject.org/files/ENCFF001QHG/@@download/ENCFF001QHG.fastq.gz		
ENCFF001PBF	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	2	600808130	John Stamatoyannopoulos, UW	456c374be43f79df8710eb4ae2ae0bfe	https://www.encodeproject.org/files/ENCFF001PBF/@@download/ENCFF001PBF.fastq.gz	mm9	HiSeq 2000
ENCFF001QHH	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	624256055	John Stamatoyannopoulos, UW	96734e5b24acab1eaf5a36d7f0d4e717	https://www.encodeproject.org/files/ENCFF001QHH/@@download/ENCFF001QHH.fastq.gz	mm9	
ENCFF001QHJ	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	78366343	John Stamatoyannopoulos, UW	02045e1fce5e11cd1dff1ca1b5d1ab72	https://www.encodeproject.org/files/ENCFF001QHJ/@@download/ENCFF001QHJ.fastq.gz	mm9	
ENCFF001QHI	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			2	1	619095848	John Stamatoyannopoulos, UW	b628620c3b0f2c976a9ddef3e2f75585	https://www.encodeproject.org/files/ENCFF001QHI/@@download/ENCFF001QHI.fastq.gz	mm9	
ENCFF001PBB	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	2	589757804	John Stamatoyannopoulos, UW	6c6f996c5d4d3d1856e18fc4b64a292d	https://www.encodeproject.org/files/ENCFF001PBB/@@download/ENCFF001PBB.fastq.gz	mm9	HiSeq 2000
ENCFF001PBD	fastq	reads	ENCSR000COI	DNase-seq	NTR:0001521	ZHBTc4-mESC	stem cell	embryonic	male	Mus musculus	doxycycline hyclate					DNA		see document	see document		2012-11-29	ENCODE			single-ended	see document			1	2	597305264	John Stamatoyannopoulos, UW	c9de36da090bf2b30d78119b42807634	https://www.encodeproject.org/files/ENCFF001PBD/@@download/ENCFF001PBD.fastq.gz	mm9	HiSeq 2000
